zone_id,counter,date,day_of_week,is_weekend,month,is_summer,temperature_f,precip_chance,nearby_event_type,base_foot_traffic,foot_traffic
belltown,Elliott Bay Trail (Myrtle Edwards),2024-10-29,1,0,10,0,49.0,0.01,none,3700,2410
belltown,Elliott Bay Trail (Myrtle Edwards),2024-10-30,2,0,10,0,48.5,1.0,none,3700,1297
belltown,Elliott Bay Trail (Myrtle Edwards),2024-10-31,3,0,10,0,46.7,0.52,none,3700,1724
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-01,4,0,11,0,48.3,1.0,none,3700,1489
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-02,5,1,11,0,50.1,0.35,none,3700,2782
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-03,6,1,11,0,49.4,0.02,none,3700,3405
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-04,0,0,11,0,51.0,1.0,none,3700,2376
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-05,1,0,11,0,45.7,0.0,none,3700,2238
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-06,2,0,11,0,45.3,0.0,none,3700,3136
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-07,3,0,11,0,45.5,0.0,none,3700,3026
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-08,4,0,11,0,50.7,0.0,none,3700,2803
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-09,5,1,11,0,49.7,0.48,none,3700,1843
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-10,6,1,11,0,51.2,0.33,none,3700,3341
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-11,0,0,11,0,49.9,1.0,none,3700,1657
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-12,1,0,11,0,50.8,0.73,none,3700,1693
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-13,2,0,11,0,51.4,1.0,none,3700,650
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-14,3,0,11,0,48.3,0.92,none,3700,1087
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-15,4,0,11,0,44.8,0.23,none,3700,3306
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-16,5,1,11,0,43.9,0.72,none,3700,1784
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-17,6,1,11,0,46.0,0.42,none,3700,2189
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-18,0,0,11,0,41.8,0.38,none,3700,1900
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-19,1,0,11,0,43.0,0.37,none,3700,1915
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-20,2,0,11,0,49.8,0.26,none,3700,1961
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-21,3,0,11,0,44.5,0.13,none,3700,1914
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-22,4,0,11,0,49.7,1.0,none,3700,2446
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-23,5,1,11,0,46.0,0.08,none,3700,2872
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-24,6,1,11,0,44.0,0.61,none,3700,1857
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-25,0,0,11,0,45.2,1.0,none,3700,1264
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-26,1,0,11,0,45.5,0.0,none,3700,1784
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-27,2,0,11,0,44.1,0.01,none,3700,2241
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-28,3,0,11,0,42.5,0.0,none,3700,3129
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-29,4,0,11,0,40.4,0.0,none,3700,2175
belltown,Elliott Bay Trail (Myrtle Edwards),2024-11-30,5,1,11,0,40.5,0.0,none,3700,3042
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-01,6,1,12,0,42.4,0.0,none,3700,3740
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-02,0,0,12,0,38.4,0.0,none,3700,1674
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-03,1,0,12,0,40.4,0.0,none,3700,2023
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-04,2,0,12,0,38.8,0.0,none,3700,1815
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-05,3,0,12,0,39.8,0.0,none,3700,2027
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-06,4,0,12,0,43.2,0.0,none,3700,1951
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-07,5,1,12,0,47.9,1.0,none,3700,1261
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-08,6,1,12,0,43.8,0.13,none,3700,2337
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-09,0,0,12,0,42.8,0.0,none,3700,2257
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-10,1,0,12,0,40.1,0.0,none,3700,2133
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-11,2,0,12,0,42.1,0.0,none,3700,2146
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-12,3,0,12,0,40.0,0.15,none,3700,1483
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-13,4,0,12,0,43.3,1.0,none,3700,947
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-14,5,1,12,0,46.0,0.89,none,3700,1146
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-15,6,1,12,0,43.6,0.03,none,3700,3521
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-16,0,0,12,0,45.0,0.57,none,3700,1663
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-17,1,0,12,0,47.8,1.0,none,3700,711
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-18,2,0,12,0,50.5,1.0,none,3700,2263
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-19,3,0,12,0,48.3,1.0,none,3700,1500
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-20,4,0,12,0,50.0,0.15,none,3700,1785
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-21,5,1,12,0,48.0,0.58,none,3700,576
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-22,6,1,12,0,45.2,0.72,none,3700,92
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-23,0,0,12,0,49.8,0.32,none,3700,1251
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-24,1,0,12,0,48.0,0.34,none,3700,2381
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-25,2,0,12,0,44.0,1.0,none,3700,725
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-26,3,0,12,0,46.9,1.0,none,3700,1826
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-27,4,0,12,0,44.9,1.0,none,3700,946
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-28,5,1,12,0,47.7,0.67,none,3700,1398
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-29,6,1,12,0,43.6,1.0,none,3700,1566
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-30,0,0,12,0,43.1,0.26,none,3700,1900
belltown,Elliott Bay Trail (Myrtle Edwards),2024-12-31,1,0,12,0,41.8,0.05,none,3700,2861
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-01,2,0,1,0,41.5,0.14,none,3700,3674
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-02,3,0,1,0,41.0,0.24,none,3700,1474
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-03,4,0,1,0,42.1,1.0,none,3700,1076
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-04,5,1,1,0,43.1,0.79,none,3700,1878
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-05,6,1,1,0,46.6,0.14,none,3700,2703
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-06,0,0,1,0,43.2,0.0,none,3700,1918
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-07,1,0,1,0,39.4,0.01,none,3700,2424
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-08,2,0,1,0,45.2,0.21,none,3700,3114
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-09,3,0,1,0,43.5,0.0,none,3700,3104
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-10,4,0,1,0,44.8,0.72,none,3700,2097
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-11,5,1,1,0,42.0,0.0,none,3700,4223
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-12,6,1,1,0,41.3,0.03,none,3700,2970
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-13,0,0,1,0,38.0,0.0,none,3700,2058
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-14,1,0,1,0,39.5,0.0,none,3700,2204
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-15,2,0,1,0,40.1,0.0,none,3700,2216
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-16,3,0,1,0,40.2,0.01,none,3700,2001
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-17,4,0,1,0,40.2,0.03,none,3700,2460
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-18,5,1,1,0,37.2,0.0,none,3700,4888
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-19,6,1,1,0,36.8,0.0,none,3700,4865
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-20,0,0,1,0,35.3,0.0,none,3700,3491
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-21,1,0,1,0,36.5,0.0,none,3700,2783
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-22,2,0,1,0,36.1,0.0,none,3700,2822
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-23,3,0,1,0,36.5,0.0,none,3700,2189
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-24,4,0,1,0,39.0,0.0,none,3700,3266
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-25,5,1,1,0,36.6,0.0,none,3700,5224
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-26,6,1,1,0,36.0,0.0,none,3700,4799
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-27,0,0,1,0,36.9,0.0,none,3700,2979
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-28,1,0,1,0,35.9,0.0,none,3700,3170
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-29,2,0,1,0,36.5,0.0,none,3700,3046
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-30,3,0,1,0,37.0,0.16,none,3700,2122
belltown,Elliott Bay Trail (Myrtle Edwards),2025-01-31,4,0,1,0,44.6,1.0,none,3700,1040
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-01,5,1,2,0,38.8,0.1,none,3700,2305
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-02,6,1,2,0,35.8,0.55,none,3700,1884
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-03,0,0,2,0,35.9,0.15,none,3700,1492
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-04,1,0,2,0,36.2,0.01,none,3700,2636
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-05,2,0,2,0,34.5,0.43,none,3700,1398
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-06,3,0,2,0,33.9,1.0,none,3700,1846
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-07,4,0,2,0,34.2,0.0,none,3700,2047
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-08,5,1,2,0,35.9,0.54,none,3700,2191
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-09,6,1,2,0,37.8,0.0,none,3700,3042
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-10,0,0,2,0,35.0,0.02,none,3700,2163
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-11,1,0,2,0,29.4,0.0,none,3700,3360
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-12,2,0,2,0,31.9,0.0,none,3700,2952
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-13,3,0,2,0,32.8,0.04,none,3700,1436
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-14,4,0,2,0,38.2,0.04,none,3700,1193
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-15,5,1,2,0,39.6,0.21,none,3700,2276
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-16,6,1,2,0,43.6,0.6,none,3700,2702
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-17,0,0,2,0,44.6,0.7,none,3700,1824
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-18,1,0,2,0,48.0,0.04,none,3700,2636
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-19,2,0,2,0,47.2,0.76,none,3700,1729
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-20,3,0,2,0,46.9,0.0,none,3700,2080
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-21,4,0,2,0,45.0,0.69,none,3700,1600
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-22,5,1,2,0,49.9,1.0,none,3700,1771
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-23,6,1,2,0,50.9,1.0,none,3700,955
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-24,0,0,2,0,46.5,0.66,none,3700,838
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-25,1,0,2,0,48.4,1.0,none,3700,1801
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-26,2,0,2,0,46.5,0.0,none,3700,3616
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-27,3,0,2,0,51.7,0.0,none,3700,5073
belltown,Elliott Bay Trail (Myrtle Edwards),2025-02-28,4,0,2,0,47.0,0.0,none,3700,1
belltown,Elliott Bay Trail (Myrtle Edwards),2025-03-02,6,1,3,0,47.7,0.01,none,3700,1
belltown,Elliott Bay Trail (Myrtle Edwards),2025-03-03,0,0,3,0,49.2,0.04,none,3700,1268
belltown,Elliott Bay Trail (Myrtle Edwards),2025-03-21,4,0,3,0,47.7,0.46,none,3700,2518
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-10,3,0,4,0,55.3,0.51,none,3700,155
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-14,0,0,4,0,52.7,0.0,none,3700,3833
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-15,1,0,4,0,53.3,0.0,none,3700,4719
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-16,2,0,4,0,52.4,0.0,none,3700,5127
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-17,3,0,4,0,52.7,0.0,none,3700,5092
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-18,4,0,4,0,56.1,0.0,none,3700,5847
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-19,5,1,4,0,54.1,0.18,none,3700,3439
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-20,6,1,4,0,50.5,0.75,none,3700,2522
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-21,0,0,4,0,50.0,0.07,none,3700,3649
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-22,1,0,4,0,49.8,0.0,none,3700,5006
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-23,2,0,4,0,52.0,0.0,none,3700,5659
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-24,3,0,4,0,55.8,0.0,none,3700,5307
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-25,4,0,4,0,57.5,0.0,none,3700,4434
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-26,5,1,4,0,55.8,0.0,none,3700,5150
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-27,6,1,4,0,54.2,0.0,none,3700,4021
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-28,0,0,4,0,53.4,0.27,none,3700,2113
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-29,1,0,4,0,52.8,0.41,none,3700,2727
belltown,Elliott Bay Trail (Myrtle Edwards),2025-04-30,2,0,4,0,53.0,0.0,none,3700,4835
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-01,3,0,5,0,57.7,0.0,none,3700,5539
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-02,4,0,5,0,60.5,0.0,none,3700,4390
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-03,5,1,5,0,52.8,0.55,none,3700,3560
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-04,6,1,5,0,51.8,0.05,none,3700,1535
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-05,0,0,5,0,55.5,0.0,none,3700,1345
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-06,1,0,5,0,61.9,0.0,none,3700,4888
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-07,2,0,5,0,56.9,0.0,none,3700,3889
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-08,3,0,5,0,52.8,0.0,none,3700,4668
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-09,4,0,5,0,56.6,0.0,none,3700,3743
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-10,5,1,5,0,56.7,0.02,none,3700,3710
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-11,6,1,5,0,56.5,0.33,none,3700,3751
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-12,0,0,5,0,56.5,0.08,none,3700,4448
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-13,1,0,5,0,56.5,0.0,none,3700,3153
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-14,2,0,5,0,56.0,0.09,none,3700,3211
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-15,3,0,5,0,51.8,0.22,none,3700,2177
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-16,4,0,5,0,53.7,0.28,none,3700,2705
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-17,5,1,5,0,54.0,1.0,none,3700,1804
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-18,6,1,5,0,53.5,0.1,none,3700,6010
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-19,0,0,5,0,54.0,0.83,none,3700,2467
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-20,1,0,5,0,54.5,0.06,none,3700,3355
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-21,2,0,5,0,54.4,0.31,none,3700,3765
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-22,3,0,5,0,56.5,0.0,none,3700,4570
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-23,4,0,5,0,56.3,0.01,none,3700,3790
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-24,5,1,5,0,60.1,0.0,none,3700,5701
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-25,6,1,5,0,60.8,0.0,none,3700,4519
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-26,0,0,5,0,61.0,0.09,none,3700,4721
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-27,1,0,5,0,60.4,0.0,none,3700,4812
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-28,2,0,5,0,68.1,0.0,none,3700,5430
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-29,3,0,5,0,60.2,0.63,none,3700,3756
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-30,4,0,5,0,62.5,0.0,none,3700,4763
belltown,Elliott Bay Trail (Myrtle Edwards),2025-05-31,5,1,5,0,56.6,0.13,none,3700,1840
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-01,6,1,6,1,57.2,0.0,none,3700,4658
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-02,0,0,6,1,58.8,0.0,none,3700,7282
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-03,1,0,6,1,62.6,0.0,none,3700,5955
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-04,2,0,6,1,63.2,0.01,none,3700,4987
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-05,3,0,6,1,64.6,0.0,none,3700,6301
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-06,4,0,6,1,67.3,0.0,none,3700,5730
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-07,5,1,6,1,67.1,0.0,none,3700,8057
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-08,6,1,6,1,73.2,0.0,none,3700,8161
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-09,0,0,6,1,72.8,0.0,none,3700,7721
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-10,1,0,6,1,69.5,0.0,none,3700,5067
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-11,2,0,6,1,64.0,0.0,none,3700,4080
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-12,3,0,6,1,61.6,0.0,none,3700,2793
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-13,4,0,6,1,58.6,0.0,none,3700,3463
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-14,5,1,6,1,60.2,0.0,none,3700,5871
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-15,6,1,6,1,60.8,0.0,none,3700,6438
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-16,0,0,6,1,63.9,0.0,none,3700,4877
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-17,1,0,6,1,64.3,0.0,none,3700,5241
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-18,2,0,6,1,63.6,0.1,none,3700,5734
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-19,3,0,6,1,60.7,0.0,none,3700,5001
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-20,4,0,6,1,58.4,0.02,none,3700,3994
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-21,5,1,6,1,57.1,0.59,none,3700,2305
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-22,6,1,6,1,61.8,0.0,none,3700,5325
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-23,0,0,6,1,64.7,0.0,none,3700,6156
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-24,1,0,6,1,66.4,0.0,none,3700,4508
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-25,2,0,6,1,63.7,0.02,none,3700,3787
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-26,3,0,6,1,61.0,0.27,none,3700,2833
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-27,4,0,6,1,61.4,0.02,none,3700,2841
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-28,5,1,6,1,63.8,0.0,none,3700,6367
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-29,6,1,6,1,65.7,0.0,none,3700,7678
belltown,Elliott Bay Trail (Myrtle Edwards),2025-06-30,0,0,6,1,70.8,0.0,none,3700,6906
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-01,1,0,7,1,69.6,0.0,none,3700,6007
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-02,2,0,7,1,68.1,0.0,none,3700,4455
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-03,3,0,7,1,63.8,0.0,none,3700,5028
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-04,4,0,7,1,65.2,0.0,none,3700,4185
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-05,5,1,7,1,66.2,0.0,none,3700,5755
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-06,6,1,7,1,66.1,0.0,none,3700,5846
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-07,0,0,7,1,69.4,0.0,none,3700,6785
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-08,1,0,7,1,72.8,0.0,none,3700,5550
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-09,2,0,7,1,65.9,0.22,none,3700,3776
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-10,3,0,7,1,65.2,0.07,none,3700,5753
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-11,4,0,7,1,69.7,0.0,none,3700,5283
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-12,5,1,7,1,70.4,0.0,none,3700,5512
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-13,6,1,7,1,73.5,0.0,none,3700,6001
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-14,0,0,7,1,68.7,0.0,none,3700,5103
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-15,1,0,7,1,72.7,0.0,none,3700,7306
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-16,2,0,7,1,77.8,0.0,none,3700,4967
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-17,3,0,7,1,71.2,0.0,none,3700,4804
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-18,4,0,7,1,68.2,0.0,none,3700,3811
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-19,5,1,7,1,63.9,0.03,none,3700,4395
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-20,6,1,7,1,64.4,0.0,none,3700,4547
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-21,0,0,7,1,68.1,0.0,none,3700,5042
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-22,1,0,7,1,68.0,0.0,none,3700,4821
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-23,2,0,7,1,70.0,0.0,none,3700,5282
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-24,3,0,7,1,67.9,0.0,none,3700,5346
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-25,4,0,7,1,64.4,0.05,none,3700,3689
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-26,5,1,7,1,65.9,0.0,none,3700,3939
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-27,6,1,7,1,66.8,0.0,none,3700,4559
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-28,0,0,7,1,67.8,0.0,none,3700,5358
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-29,1,0,7,1,70.0,0.0,none,3700,5648
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-30,2,0,7,1,70.1,0.0,none,3700,4419
belltown,Elliott Bay Trail (Myrtle Edwards),2025-07-31,3,0,7,1,71.8,0.0,none,3700,3447
belltown,Elliott Bay Trail (Myrtle Edwards),2025-08-01,4,0,8,1,70.2,0.0,none,3700,3646
belltown,Elliott Bay Trail (Myrtle Edwards),2025-08-02,5,1,8,1,69.3,0.0,none,3700,3847
belltown,Elliott Bay Trail (Myrtle Edwards),2025-08-03,6,1,8,1,66.5,0.0,none,3700,3682
belltown,Elliott Bay Trail (Myrtle Edwards),2025-08-04,0,0,8,1,66.7,0.0,none,3700,3580
belltown,Elliott Bay Trail (Myrtle Edwards),2025-08-05,1,0,8,1,69.2,0.0,none,3700,3864
belltown,Elliott Bay Trail (Myrtle Edwards),2025-08-06,2,0,8,1,66.5,0.78,none,3700,4481
belltown,Elliott Bay Trail (Myrtle Edwards),2025-08-07,3,0,8,1,63.6,0.34,none,3700,3721
belltown,Elliott Bay Trail (Myrtle Edwards),2025-08-08,4,0,8,1,64.2,0.0,none,3700,4256
belltown,Elliott Bay Trail (Myrtle Edwards),2025-08-09,5,1,8,1,66.4,0.0,none,3700,5175
belltown,Elliott Bay Trail (Myrtle Edwards),2025-08-10,6,1,8,1,71.8,0.0,none,3700,5164
belltown,Elliott Bay Trail (Myrtle Edwards),2025-08-11,0,0,8,1,75.6,0.0,none,3700,5495
belltown,Elliott Bay Trail (Myrtle Edwards),2025-08-12,1,0,8,1,77.3,0.0,none,3700,4207
belltown,Elliott Bay Trail (Myrtle Edwards),2025-08-13,2,0,8,1,73.3,0.0,none,3700,3685
